Location,RL,Date,Species ,Pass,PassTime,Count,TL,FL,W,Tag,Recap,Biop,Mortality,StreamW,Depletion
Cow,250,27-Sep-25,WCT,1,,1,,122,18,687968,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,123,18,434819,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,123,18,688087,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,123,18,688371,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,124,18,688163,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,123,18.1,435555,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,2,2196,1,,118,18.1,443782,,,,3.3,1
Pintler,205,2-Oct-25,WCT,2,,1,,117,18.1,438147,1,,,5.9,2
CLT,251,25-Sep-25,WCT,1,,1,,123,18.1,687835,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,2,,1,,120,18.2,441906,1,5,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,125,18.2,687942,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,124,18.3,438499,1,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,125,18.3,688188,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,126,18.3,688091,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,124,18.4,436755,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,117,18.4,436385,,,,2.25,1
CLT,251,25-Sep-25,WCT,2,,1,,122,18.4,687803,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,123,18.4,688182,,,,7.2,2
Plimpton,236,8-Jul-25,WCT,2,2196,1,,121,18.5,443250,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,123,18.5,444442,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,124,18.5,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,128,18.5,688057,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,123,18.6,444559,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,125,18.6,688317,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,127,18.6,688146,,,,7.2,2
CCT,261,1-Jul-25,WCT,2,1594,1,,114,18.7,443692,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,125,18.7,441929,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,121,18.7,433547,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,127,18.7,687962,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,125,18.8,442001,,,,7.2,1
CCT,261,9-Sep-25,WCT,1,,1,,124,18.8,444602,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,124,18.8,,,,,7.2,2
CCT,261,1-Jul-25,WCT,3,1352,1,,118,18.9,443177,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,123,18.9,442115,,,,7.2,1
Buffalo,294,10-Oct-25,WCT,1,,1,,121,18.9,688475,,,,1.5,2
CLT,251,30-Jun-25,WCT,2,1971,1,128,120,19,442365,,,,4.15,1
Cow,250,27-Sep-25,WCT,1,,1,,124,19,687955,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,126,19,687952,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,126,19,437269,1,10,,3.3,2
Plimpton,236,3-Oct-25,WCT,1,,1,,128,19,688229,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,123,19.2,687947,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,124,19.2,688098,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,124,19.2,688001,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,125,19.2,687657,,,,1.8,2
Jerry,250,9-Oct-25,WCT,1,,1,,127,19.2,438509,1,,,2.25,2
Cow,295,2-Jul-25,WCT,1,,1,,124,19.3,434581,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,2,2196,1,,122,19.3,440891,,,,3.3,1
Jerry,250,9-Oct-25,WCT,1,,1,,121,19.3,436385,1,,,2.25,2
Pintler,205,2-Oct-25,WCT,1,,1,,121,19.4,688259,,10,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,122,19.4,688121,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,123,19.4,687786,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,123,19.4,688239,,,,3.3,2
CLT,251,25-Sep-25,WCT,1,,1,,125,19.4,687810,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,127,19.4,443373,,,,7.2,2
Dry,210,4-Oct-25,WCT,1,,1,,127,19.4,441801,1,,,3.3,2
CLT,251,25-Sep-25,WCT,1,,1,,128,19.4,687739,,,,4.15,2
Cow,295,2-Jul-25,WCT,2,,1,,126,19.5,433118,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,120,19.5,435981,,,,7.2,1
Plimpton,236,3-Oct-25,WCT,1,,1,,125,19.5,688262,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,126,19.5,688159,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,128,19.5,687761,,,,4.15,2
Dry,210,4-Oct-25,WCT,1,,1,,129,19.5,688357,,,,3.3,2
Pintler,205,7-Jul-25,WCT,2,1282,1,,117,19.6,436653,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,122,19.6,434201,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,2,,1,,125,19.6,688280,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,129,19.6,,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,125,19.7,433614,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,124,19.7,443693,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,125,19.7,688139,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,122,19.8,443250,1,,,3.3,2
Pintler,205,2-Oct-25,WCT,1,,1,,124,19.8,688295,,7,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,126,19.8,687991,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,128,19.8,434552,,,,4.15,2
Buffalo,294,15-Jul-25,WCT,2,2951,1,,121,20,437028,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,123,20,438293,,,,1.5,1
Jerry,250,9-Oct-25,WCT,1,,1,,127,20,437567,1,,,2.25,2
Plimpton,236,3-Oct-25,WCT,1,,1,,116,20.1,688253,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,124,20.1,688082,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,128,20.1,688209,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,129,20.1,687963,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,129,20.1,688037,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,126,20.2,68770,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,128,20.2,688021,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,125,20.3,687730,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,125,20.3,444442,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,126,20.3,,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,126,20.3,688407,,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,128,20.3,688489,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,125,118,20.4,438418,,,,1.8,1
Jerry,250,4-Aug-25,WCT,2,,1,,126,20.4,442979,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,128,20.4,440891,1,,,3.3,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,124,20.5,434346,,,,5.9,1
Plimpton,236,8-Jul-25,WCT,1,,1,,125,20.5,434735,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,125,20.5,688116,,,,7.2,2
CLT,251,30-Jun-25,WCT,3,2267,1,131,125,20.6,437410,,,,4.15,1
Jerry,250,4-Aug-25,WCT,1,,1,,129,20.6,440969,,,,2.25,1
Pintler,205,2-Oct-25,WCT,3,,1,,122,20.6,688316,,,,5.9,2
Jerry,250,9-Oct-25,WCT,1,,1,,126,20.6,434201,1,,,2.25,2
CLT,251,25-Sep-25,WCT,3,,1,,131,20.6,434971,,,,4.15,2
Cow,295,2-Jul-25,WCT,2,,1,,125,20.7,433867,,,,7.2,1
CLT,251,30-Jun-25,WCT,1,3260,1,129,123,20.8,438207,,,,4.15,1
Jerry,250,4-Aug-25,WCT,1,,1,,126,20.8,437567,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,130,20.8,687895,,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,128,20.9,434232,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,129,20.9,,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,130,20.9,688344,,,,1.5,2
CCT,261,1-Jul-25,WCT,2,1594,1,,119,21,443332,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,125,21,,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,123,21,438038,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,129,21,688040,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,129,21,688222,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,129,21,688168,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,130,21,688144,,,,7.2,2
Dry,210,4-Oct-25,WCT,1,,1,,132,21,688414,,5,,3.3,2
Plimpton,236,3-Oct-25,WCT,1,,1,,128,21.1,443782,1,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,132,21.1,433211,1,,,1.8,2
CLT,251,30-Jun-25,WCT,2,1971,1,134,127,21.2,442592,,,,4.15,1
Cow,295,2-Jul-25,WCT,2,,1,,129,21.2,442903,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,125,21.2,443992,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,131,21.2,688018,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,126,21.3,442995,,,,7.2,1
CCT,261,9-Sep-25,WCT,1,,1,,130,21.3,687625,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,130,21.3,688181,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,123,21.4,435508,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,130,21.4,687935,,,,7.2,2
CCT,261,1-Jul-25,WCT,2,1594,1,,115,21.5,433801,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,127,21.5,442597,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,127,21.5,687720,,,,1.8,2
Pintler,205,2-Oct-25,WCT,1,,1,,129,21.5,688300,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,130,21.5,688305,,9,,5.9,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,123,21.6,432691,,,,5.9,1
Cow,250,27-Sep-25,WCT,1,,1,,125,21.6,688047,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,129,21.6,688240,,,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,130,21.6,687799,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,131,21.6,688050,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,131,21.6,688074,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,132,21.6,442303,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,132,21.6,687977,,,,7.2,2
CLT,251,30-Jun-25,WCT,2,1971,1,136,128,21.7,443455,,,,4.15,1
Jerry,250,9-Oct-25,WCT,1,,1,,130,21.7,434277,1,,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,131,21.7,687680,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,127,21.8,438509,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,128,21.8,687829,,,,4.15,2
CCT,261,1-Jul-25,WCT,2,1594,1,,121,21.9,433359,,,mort,1.8,1
CCT,261,9-Sep-25,WCT,1,,1,,125,22,687684,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,130,22,687672,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,136,22,,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,121,22.1,687688,,,,1.8,2
Cow,295,2-Jul-25,WCT,1,,1,,128,22.2,,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,127,22.2,442954,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,133,22.2,687972,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,134,22.3,688298,,5,,5.9,2
CLT,251,25-Sep-25,WCT,1,,1,,123,22.4,687915,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,129,22.4,688095,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,2,,1,,130,22.4,688225,,4,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,131,22.4,687774,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,131,22.4,688250,,1,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,133,22.4,688199,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,128,22.5,436127,,,,7.2,1
Cow,295,2-Jul-25,WCT,2,,1,,127,22.5,441338,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,123,22.5,437273,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,129,22.5,440902,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,128,22.6,,,,,7.2,1
Cow,295,2-Jul-25,WCT,2,,1,,130,22.6,444077,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,127,22.7,434277,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,130,22.7,688257,,,,3.3,2
Jerry,250,9-Oct-25,WCT,1,,1,,133,22.7,440969,1,,,2.25,2
Buffalo,294,10-Oct-25,WCT,1,,1,,131,22.8,688422,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,133,22.8,688023,,,,7.2,2
Plimpton,236,8-Jul-25,WCT,1,,1,,130,22.9,440886,,,,3.3,1
Pintler,205,2-Oct-25,WCT,1,,1,,134,22.9,688278,,2,,5.9,2
Pintler,205,2-Oct-25,WCT,3,,1,,134,22.9,688227,,,,5.9,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,130,23,435489,,,,5.9,1
CLT,251,25-Sep-25,WCT,2,,1,,132,23,687778,,,,4.15,2
Jerry,250,4-Aug-25,WCT,1,,1,,125,23.2,441955,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,128,23.2,432748,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,130,23.2,688160,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,135,23.2,688017,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,129,23.3,687801,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,134,23.3,687987,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,136,23.3,688254,,,,5.9,2
CCT,261,1-Jul-25,WCT,1,1457,1,130,122,23.4,442254,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,132,23.5,444863,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,130,23.5,688011,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,135,23.5,687693,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,135,23.5,688365,,,,1.5,2
CLT,251,30-Jun-25,WCT,3,2267,1,139,133,23.6,434441,,,,4.15,1
Jerry,250,4-Aug-25,WCT,1,,1,,135,23.6,442933,,,,2.25,1
CLT,251,25-Sep-25,WCT,2,,1,,133,23.6,687776,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,135,23.6,441052,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,133,23.7,438603,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,131,23.7,687909,,,,1.8,2
Cow,295,2-Jul-25,WCT,3,,1,,128,23.8,443075,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,134,23.8,442580,,,,2.25,1
Jerry,250,4-Aug-25,WCT,2,,1,,132,23.8,435299,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,132,23.8,688320,,,,3.3,2
CCT,261,9-Sep-25,WCT,2,,1,,134,23.8,438096,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,134,23.8,,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,138,23.8,687921,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,138,23.9,687872,,,,1.8,2
Alkali,250,16-Jul-25,WCT,1,,1,,128,24,442312,,,,1.7,1
Jerry,250,4-Aug-25,WCT,1,,1,,133,24,434758,,,,2.25,1
Jerry,250,9-Oct-25,WCT,1,,1,,136,24,442933,1,,,2.25,2
CLT,251,25-Sep-25,WCT,1,,1,,137,24,687839,,,,4.15,2
CCT,261,1-Jul-25,WCT,2,1594,1,,126,24.1,433211,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,133,24.1,688099,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,136,24.1,688512,,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,139,24.1,687654,,,,1.8,2
Dry,210,9-Jul-25,WCT,1,,1,,131,24.2,442604,,,,3.3,1
CLT,251,25-Sep-25,WCT,2,,1,,132,24.2,687724,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,134,24.2,687971,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,135,24.2,434758,1,,,2.25,2
CCT,261,1-Jul-25,WCT,1,1457,1,129,122,24.3,435434,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,127,24.3,438194,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,132,24.4,435149,,,,7.2,1
CCT,261,1-Jul-25,WCT,3,1352,1,,129,24.5,441935,,,,1.8,1
Jerry,250,9-Oct-25,WCT,1,,1,,134,24.6,688390,,,,2.25,2
CLT,251,30-Jun-25,WCT,2,1971,1,134,127,24.8,434373,,,,4.15,1
Dry,210,9-Jul-25,WCT,1,,1,,132,24.8,438559,,,,3.3,1
CCT,261,9-Sep-25,WCT,1,,1,,136,24.8,437441,1,,,1.8,2
CCT,261,1-Jul-25,WCT,1,1457,1,129,123,24.9,438302,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,136,24.9,443533,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,134,24.9,687868,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,136,24.9,688391,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,138,24.9,688135,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,129,122,25,434790,,,,1.8,1
Plimpton,236,8-Jul-25,WCT,1,,1,,136,25,438107,,,,3.3,1
Plimpton,236,8-Jul-25,WCT,2,2196,1,,134,25,443831,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,128,25,444359,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,135,25,433519,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,133,25,433796,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,134,25,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,136,25,688029,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,137,25,434529,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,138,25,688214,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,131,124,25.2,441975,,,,1.8,1
CLT,251,30-Jun-25,WCT,3,2267,1,138,132,25.3,443280,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,137,130,25.4,434045,,,,1.8,1
Jerry,250,9-Oct-25,WCT,1,,1,,131,25.4,432741,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,134,25.4,688048,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,136,25.4,687797,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,139,25.4,688111,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,137,25.5,688156,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,138,25.5,687671,,,,1.8,2
Cow,295,2-Jul-25,WCT,1,,1,,136,25.6,,,,,7.2,1
CLT,251,25-Sep-25,WCT,2,,1,,138,25.6,687818,,,,4.15,2
CCT,261,1-Jul-25,WCT,2,1594,1,,123,25.7,434205,,,mort,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,133,25.7,444384,,,,7.2,1
Jerry,250,9-Oct-25,WCT,1,,1,,136,25.7,442580,1,,,2.25,2
CLT,251,25-Sep-25,WCT,1,,1,,137,25.7,687759,,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,141,25.7,437435,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,137,25.8,442741,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,134,25.8,687733,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,138,25.9,688286,,3,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,140,25.9,688093,,,,7.2,2
Buffalo,294,15-Jul-25,WCT,1,,1,,131,26,438321,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,132,26,433118,1,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,136,26,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,140,26,688079,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,140,26,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,140,26,,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,137,26.1,687791,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,140,26.1,687658,,,,1.8,2
Cow,295,2-Jul-25,WCT,2,,1,,136,26.2,435064,,,,7.2,1
Jerry,250,4-Aug-25,WCT,2,,1,,136,26.2,441985,,,,2.25,1
Plimpton,236,8-Jul-25,WCT,3,2249,1,,143,26.3,433896,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,117,26.3,435315,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,137,26.3,435962,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,135,26.3,687784,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,136,26.3,688238,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,137,26.3,687985,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,140,26.3,687763,,,,4.15,2
Jerry,250,9-Oct-25,WCT,3,,1,,140,26.3,442236,1,10,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,136,26.4,443915,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,136,26.5,433798,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,135,26.5,687893,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,139,26.5,688033,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,140,26.6,687653,,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,143,26.6,687828,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,136,26.7,687701,,,,1.8,2
Pintler,205,2-Oct-25,WCT,1,,1,,137,26.7,688308,,6,,5.9,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,132,26.8,438112,,,,5.9,1
CLT,251,25-Sep-25,WCT,1,,1,,141,26.8,687843,,,,4.15,2
CLT,251,30-Jun-25,WCT,1,3260,1,139,131,26.9,443709,,,,4.15,1
Plimpton,236,8-Jul-25,WCT,3,2249,1,,136,26.9,444443,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,135,26.9,435667,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,142,26.9,442236,,,,2.25,1
CCT,261,1-Jul-25,WCT,1,1457,1,138,131,27,434706,,,mort,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,139,133,27,435491,,,,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,139,133,27,433389,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,122,27,443092,,,,1.8,1
CLT,251,25-Sep-25,WCT,1,,1,,134,27,442365,1,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,140,27,438107,1,,,3.3,2
CLT,251,25-Sep-25,WCT,1,,1,,127,27.1,687873,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,140,27.1,687758,,,,4.15,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,128,27.2,435807,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,138,27.2,438216,,,,2.25,1
Jerry,250,9-Oct-25,WCT,1,,1,,142,27.2,444762,1,,,2.25,2
Jerry,250,9-Oct-25,WCT,1,,1,,142,27.3,438216,1,,,2.25,2
Plimpton,236,3-Oct-25,WCT,3,,1,,147,27.3,688282,,9,,3.3,2
Cow,295,2-Jul-25,WCT,1,,1,,137,27.4,,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,136,27.4,688211,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,140,27.4,687792,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,143,27.5,688045,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,143,27.6,438396,,,,2.25,1
Jerry,250,9-Oct-25,WCT,1,,1,,137,27.6,433798,1,6,,2.25,2
Jerry,250,9-Oct-25,WCT,1,,1,,141,27.6,444156,1,,,2.25,2
Plimpton,236,8-Jul-25,WCT,2,2196,1,,138,27.7,435571,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,142,27.7,688058,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,140,134,27.8,444557,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,132,27.8,443050,,,,1.8,1
Pintler,205,2-Oct-25,WCT,1,,1,,138,27.9,688283,,4,,5.9,2
CCT,261,1-Jul-25,WCT,2,1594,1,,137,28,441543,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,136,28,432761,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,136,28,443429,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,141,28,438322,,,,2.25,1
Jerry,250,4-Aug-25,WCT,2,,1,,140,28,444762,,,,2.25,1
Buffalo,294,10-Oct-25,WCT,2,,1,,142,28,688328,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,143,28,687978,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,137,28.1,444715,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,142,28.1,435838,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,2,2196,1,,140,28.1,433696,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,140,28.2,434705,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,140,28.2,,,,,7.2,2
CCT,261,9-Sep-25,WCT,2,,1,,142,28.2,436119,,,,1.8,2
Jerry,250,4-Aug-25,WCT,2,,1,,143,28.4,442532,,,,2.25,1
CLT,251,25-Sep-25,WCT,2,,1,,140,28.4,687805,,,,4.15,2
